index,0,1,2
26457,0.13929500854025395,0.19814309656432322,0.6625618948954228
26458,0.3287521126202573,0.20794814044564056,0.46329974693410203
26459,0.03220179315837334,0.08759294563790984,0.8802052612037169
26460,0.050113998448874875,0.06397181938350642,0.8859141821676186
26461,0.07729834309843434,0.2640369096905717,0.6586647472109941
26462,0.04515256789477151,0.14503624603659648,0.809811186068632
26463,0.737609337085102,0.25512438201226173,0.007266280902636387
26464,0.0477702614403104,0.07115417997396413,0.8810755585857254
26465,0.057715864089696554,0.05362785255893699,0.8886562833513665
26466,0.05498024213321608,0.3760907121652875,0.5689290457014964
26467,0.12398933520027335,0.09632714657862526,0.7796835182211014
26468,0.03125032481205019,0.06353987831771392,0.9052097968702358
26469,0.556460398168717,0.15661943617443877,0.2869201656568443
26470,0.04319478671009519,0.48021731095250797,0.4765879023373967
26471,0.11448022611684287,0.11985539059382419,0.7656643832893331
26472,0.06764863141423419,0.24881645212428374,0.6835349164614821
26473,0.03980132027385969,0.06072377650452125,0.8994749032216192
26474,0.26344903612319703,0.728708928553123,0.00784203532368002
26475,0.27483133623852823,0.16127572060022158,0.5638929431612502
26476,0.0270747752533411,0.08033594031499214,0.8925892844316667
26477,0.16592663772127694,0.14810356495676572,0.6859697973219573
26478,0.03980831650163204,0.09005829932102315,0.8701333841773449
26479,0.02571289731280087,0.07352304392515317,0.9007640587620459
26480,0.06641611732847662,0.059938305314198456,0.873645577357325
26481,0.04360649721475974,0.2866447037009678,0.6697487990842725
26482,0.15519319995136002,0.11450142984680357,0.7303053702018363
26483,0.04936566194957979,0.1273033138275842,0.823331024222836
26484,0.0666162628187286,0.108720441566669,0.8246632956146024
26485,0.027003140146088588,0.05937428182398858,0.9136225780299229
26486,0.07353118450851225,0.10707473052455996,0.8193940849669279
26487,0.08031001347762655,0.08310856317955267,0.8365814233428208
26488,0.42570890631859054,0.5474747758308331,0.026816317850576223
26489,0.050529835115045524,0.33090281288662066,0.6185673519983339
26490,0.05832212327852902,0.09026914719260667,0.8514087295288644
26491,0.035605255435852315,0.13035054483477515,0.8340441997293725
26492,0.04428042932968995,0.3110258380773875,0.6446937325929226
26493,0.29962630335265056,0.6965958745570204,0.0037778220903290733
26494,0.05989387356576003,0.4999969964760799,0.44010912995816015
26495,0.045907625206482235,0.06299811495273107,0.8910942598407867
26496,0.05625591259260581,0.08240920143860334,0.8613348859687909
26497,0.01895159961302953,0.8941169254574719,0.08693147492949849
26498,0.17840477937252194,0.528379942413847,0.29321527821363097
26499,0.12851624169665946,0.13474418588683554,0.736739572416505
26500,0.0669965402434759,0.31299237189745915,0.620011087859065
26501,0.06342955953683398,0.4914550201009739,0.44511542036219215
26502,0.04609627247672139,0.06229431441973466,0.8916094131035439
26503,0.10732025215144393,0.39323878658134886,0.49944096126720716
26504,0.09824443244786976,0.1649057228399996,0.7368498447121306
26505,0.04788369686885122,0.07936218966495984,0.872754113466189
26506,0.1428925995360843,0.8331432321071918,0.023964168356723856
26507,0.09203096525485797,0.8946466902851683,0.013322344459973719
26508,0.13473474579217598,0.20149753526308492,0.6637677189447391
26509,0.1317551936731483,0.1458666369432623,0.7223781693835893
26510,0.04936018855411117,0.23581581027083698,0.714824001175052
26511,0.055502133924972635,0.05896077745996899,0.8855370886150583
26512,0.06605777557949015,0.12726478730746127,0.8066774371130486
26513,0.08583404205251492,0.19417657298564803,0.7199893849618372
26514,0.03776499003462031,0.1000855975031568,0.862149412462223
26515,0.4578471463999336,0.05993640373169876,0.4822164498683676
26516,0.05146265403967578,0.33674012655131036,0.6117972194090138
26517,0.14632953329575268,0.8430665060246386,0.010603960679608728
26518,0.03275988771879671,0.07976570838618982,0.8874744038950135
26519,0.46279699331054236,0.09586002407979524,0.44134298260966237
26520,0.013468828575269213,0.8906563372066741,0.09587483421805654
26521,0.04291292134872907,0.25173931324480203,0.7053477654064689
26522,0.2817608735071414,0.1510302878172228,0.5672088386756358
26523,0.10121664361761255,0.1773815980715272,0.7214017583108604
26524,0.05373329175355166,0.14949589902631955,0.7967708092201288
26525,0.10498917245779875,0.24410105318278555,0.6509097743594157
26526,0.04564363924646748,0.0473091908911151,0.9070471698624175
26527,0.10194212821500973,0.29633398681361994,0.6017238849713704
26528,0.07327939370287098,0.9146005363036598,0.012120069993469193
26529,0.6531649736596987,0.06691624358810762,0.2799187827521937
26530,0.09828839825830832,0.08932322998255633,0.8123883717591355
26531,0.02695198336847144,0.1441933564236976,0.8288546602078309
26532,0.16599203849485272,0.1460402754652425,0.6879676860399048
26533,0.09148078455293265,0.12994345259594128,0.7785757628511261
26534,0.027119160320931614,0.06111816593393033,0.911762673745138
26535,0.054725878240270524,0.06673295905690568,0.8785411627028238
26536,0.09852327380177797,0.1418002466348706,0.7596764795633514
26537,0.07077337311927082,0.05136253431866302,0.8778640925620661
26538,0.04755842309836352,0.34991756749228087,0.6025240094093557
26539,0.024611446615723002,0.0933099504133705,0.8820786029709065
26540,0.41383972584649503,0.17987985055710695,0.406280423596398
26541,0.05201320161857344,0.09510227756323522,0.8528845208181914
26542,0.06871332820623909,0.10824788988202254,0.8230387819117384
26543,0.04725361470627072,0.1036913352508593,0.84905505004287
26544,0.14000256509904646,0.14730941343708856,0.712688021463865
26545,0.10635711327137183,0.41180875061574296,0.4818341361128854
26546,0.046961573903109594,0.09223809448526903,0.8608003316116213
26547,0.07298892886319122,0.05211981889521897,0.8748912522415898
26548,0.060329000754392265,0.08005686222138705,0.8596141370242207
26549,0.2165688515140858,0.7770573756793632,0.006373772806550941
26550,0.03619220671623711,0.14600437535396074,0.817803417929802
26551,0.027024760740730524,0.1270700458381469,0.8459051934211226
26552,0.04119588302686183,0.13836573728341783,0.8204383796897203
26553,0.05110135003404,0.08756380692477622,0.8613348430411837
26554,0.09109530891494515,0.3186253169206868,0.590279374164368
26555,0.11181247956291011,0.09684960193491923,0.7913379185021705
26556,0.0507643111141723,0.28351964896818316,0.6657160399176446
26557,0.07498783827132736,0.08443408034647809,0.8405780813821945
26558,0.6916128974697586,0.10094456371408243,0.20744253881615893
26559,0.3390772950414717,0.10536377327030853,0.5555589316882198
26560,0.06412610194808215,0.08260420779976427,0.8532696902521536
26561,0.034838703462767136,0.2963041753871079,0.668857121150125
26562,0.04784902317946385,0.055546671933381496,0.8966043048871546
26563,0.022812871934882607,0.07218329171761123,0.905003836347506
26564,0.11110016302684395,0.1577513034415286,0.7311485335316275
26565,0.12170795149715964,0.3765227378173447,0.5017693106854957
26566,0.06866314608804402,0.18668351779444634,0.7446533361175096
26567,0.07385536213470159,0.10840762255404493,0.8177370153112534
26568,0.5478817688253503,0.43427310743689923,0.01784512373775036
26569,0.04042203278272867,0.09949999607595959,0.8600779711413117
26570,0.03488968651616961,0.7020087042300774,0.2631016092537528
26571,0.06598567923022126,0.07113128582721495,0.8628830349425638
26572,0.042413840973881005,0.12660801381881534,0.8309781452073036
26573,0.13780545265982774,0.12914619073820585,0.7330483566019664
26574,0.20069009160761142,0.08097808941704246,0.718331818975346
26575,0.08649843380504349,0.09888978767594327,0.8146117785190132
26576,0.1024474959387776,0.06825861657746642,0.8292938874837559
26577,0.1364820580135964,0.12728683006741348,0.73623111191899
26578,0.2731914558097032,0.2643855333425505,0.46242301084774623
26579,0.22867930280548363,0.7633333594755491,0.00798733771896724
26580,0.03842065245553631,0.1029574801346445,0.8586218674098193
26581,0.09367334748054869,0.17358129134196487,0.7327453611774865
26582,0.031977604520071555,0.08974741764134372,0.8782749778385848
26583,0.03989000771864779,0.055927622536883735,0.9041823697444685
26584,0.07657191214177583,0.15496667109637466,0.7684614167618494
26585,0.12090289565917883,0.49560528159570505,0.38349182274511623
26586,0.21947926260038983,0.45072608315026397,0.32979465424934634
26587,0.294650901570542,0.45551631912895457,0.24983277930050346
26588,0.030320278103490226,0.13864005964967194,0.8310396622468379
26589,0.15496543814952557,0.10140934781703462,0.7436252140334398
26590,0.08787365208775663,0.37283112545250063,0.5392952224597427
26591,0.09062705879301373,0.8982050051010118,0.011167936105974451
26592,0.5361973630460241,0.1281875765972884,0.33561506035668753
26593,0.0279538457629598,0.5722991897200522,0.3997469645169879
26594,0.06091886784042899,0.06559999261597026,0.8734811395436007
26595,0.03467058799404129,0.04492876519312028,0.9204006468128384
26596,0.0969247952756896,0.08141108432030567,0.8216641204040047
26597,0.47070246086981976,0.3770700246660418,0.1522275144641385
26598,0.048948020724805905,0.12956091906298653,0.8214910602122075
